leistung,rechtsnorm,zielgruppen,themenfelder,category,sub_category,zielgruppe1,zielgruppe2,themenfeld1,themenfeld2
"Hilfsmittel und Pauschbetrag für außergewöhnlichen Verschleiß von Kleidung und Wäsche, Unterstützung für Geschädigte mit anerkannten Schädigungsfolgen.","§ 46 Versorgung mit Hilfsmitteln, Pauschbetrag für außergewöhnlichen Verschleiß von Kleidung und SGB XIV",['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe', 'Sozialhilfe & besondere Lebenslagen']",SGB XIV,Soziale Entschädigung,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
"Krankengeld der Sozialen Entschädigung, für Geschädigte, die aufgrund einer anerkannten Schädigungsfolge arbeitsunfähig sind oder eine stationäre Behandlung benötigen.",§ 47 Krankengeld der Sozialen Entschädigung SGB XIV,['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe', 'Sozialhilfe & besondere Lebenslagen']",SGB XIV,Soziale Entschädigung,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
"Beihilfe, finanzielle Unterstützung bei erheblicher Beeinträchtigung der Erwerbsgrundlage oder bei unzureichenden Einkünften zur Bestreitung des Lebensunterhalts.",§ 48 Beihilfe bei erheblicher Beeinträchtigung der Erwerbsgrundlage SGB XIV,['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe', 'Arbeit & Grundsicherung']",SGB XIV,Soziale Entschädigung,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
"Zuschuss für Zahnersatz, finanzielle Unterstützung für die Beschaffung eines Zahnersatzes wegen anerkannter Schädigungsfolgen.",§ 49 Zuschüsse bei Zahnersatz SGB XIV,['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe']",SGB XIV,Soziale Entschädigung,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
"Erstattung von Kosten für selbst beschaffte notwendige Behandlung von Schädigungsfolgen, auch wenn nach Abschluss der Krankenbehandlung keine Gesundheitsstörung mehr vorliegt oder wenn die Geschädigten durch Umstände, die außerhalb ihres Willens lagen, daran gehindert waren, diesen Anspruch vor Beginn der Behandlung geltend zu machen.",§ 50 Erstattung von Kosten bei selbst beschaffter Krankenbehandlung SGB XIV,['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe', 'Sozialhilfe & besondere Lebenslagen']",SGB XIV,Soziale Entschädigung,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
"Erstattung von Kosten für notwendige Krankenbehandlungen im Ausland und weitere damit verbundene Kosten, Erstattung von Kosten für notwendige Krankenbehandlungen von Geschädigten im Ausland, sowie die Erstattung von weiteren notwendigen Kosten, die im Zusammenhang mit der Krankenbehandlung anfallen.",§ 51 Erstattung von Kosten für Krankenbehandlung bei vorübergehendem Auslandsaufenthalt SGB XIV,['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe', 'Sozialhilfe & besondere Lebenslagen']",SGB XIV,Soziale Entschädigung,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
"Krankengeld der Sozialen Entschädigung, Entrichtung von Beiträgen zur Arbeitsförderung und zur gesetzlichen Rentenversicherung.","§ 52 Beiträge zur Arbeitsförderung, zur gesetzlichen Rentenversicherung und zur Alterssicherung SGB XIV","['Erwerbsalter', 'Jugendliche']","['Arbeit & Grundsicherung', 'Alter & Rente / Versorgung']",SGB XIV,Soziale Entschädigung,Erwerbsalter,Jugendliche,Arbeit,Grundsicherung
Übernahme von notwendigen Reisekosten einschließlich des Gepäcktransports sowie der Kosten für Verpflegung und Unterkunft im Zusammenhang mit einer Krankenbehandlung.,§ 53 Reisekosten SGB XIV,['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe']",SGB XIV,Soziale Entschädigung,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
"Leistungen zum Betrieb, Unterhalt, Unterstellen und Abstellen eines Kraftfahrzeuges, Leistungen zur Teilhabe am Arbeitsleben, einschließlich Leistungen im Eingangsverfahren und im Berufsbildungsbereich einer anerkannten Werkstatt für behinderte Menschen, Leistungen im Arbeitsbereich einer anerkannten Werkstatt für behinderte Menschen einschließlich des Arbeitsförderungsgeldes, Leistungen bei anderen Leistungsanbietern, ein Budget für Arbeit und ein Budget für Ausbildung.",§ 63 Leistungen zur Teilhabe am Arbeitsleben SGB XIV,"['Erwerbsalter', 'Jugendliche']","['Sozialhilfe & besondere Lebenslagen', 'Arbeit & Grundsicherung']",SGB XIV,Soziale Entschädigung,Erwerbsalter,Jugendliche,Sozialhilfe,besondere Lebenslagen
"Übergangsgeld, Reisekosten, Haushalts- oder Betriebshilfe, Kinderbetreuungskosten, finanzielle Unterstützung und materielle Hilfe für Geschädigte und Hinterbliebene, die Leistungen zur Teilhabe am Arbeitsleben erhalten.",§ 64 Unterhaltssichernde und andere ergänzende Leistungen SGB XIV,['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe']",SGB XIV,Soziale Entschädigung,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
"Leistungen zur Teilhabe, Unterstützung für Geschädigte, die aufgrund der Schädigungsfolgen zum leistungsberechtigten Personenkreis gehören.",§ 65 Leistungen zur Teilhabe an Bildung SGB XIV,['Jedes Alter'],"['Bildung & Qualifizierung', 'Gesundheit, Pflege & Teilhabe']",SGB XIV,Soziale Entschädigung,Jedes Alter,,Bildung,Qualifizierung
Übernahme von Kosten für Geschädigte mit vorübergehender Einschränkung.,§ 73 Kostenübernahme vor Pflegebedürftigkeit im Sinne des Elften Buches SGB XIV,['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe']",SGB XIV,Soziale Entschädigung,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
"Leistungen bei Pflegebedürftigkeit, diverse Leistungen entsprechend der Pflegebedürftigkeit.",§ 74 Leistungen bei Pflegebedürftigkeit SGB XIV,['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe', 'Sozialhilfe & besondere Lebenslagen']",SGB XIV,Soziale Entschädigung,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
"Pflegesachleistung, häusliche Pflege bei Verhinderung der Pflegeperson, Pflegehilfsmittel und wohnumfeldverbessernde Maßnahmen, Tagespflege und Nachtpflege, Kurzzeitpflege, Vollstationäre Pflege, Übernahme der notwendigen und angemessenen Kosten, die über die Leistungen des Vierten Kapitels des Elften Buches hinausgehen.",§ 75 Ergänzende Leistungen bei Pflegebedürftigkeit SGB XIV,['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe']",SGB XIV,Soziale Entschädigung,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
"Erstattung der Kosten für häusliche Pflege, Erstattung der Kosten für die Beschäftigung von Pflegekräften, einschließlich Sozialversicherungs- und Arbeitsförderungsbeiträgen, sowie Aufwendungen für die Erfüllung der Pflichten als Arbeitgeber.",§ 76 Häusliche Pflege im Arbeitgebermodell SGB XIV,['Erwerbsalter'],"['Sozialhilfe & besondere Lebenslagen', 'Arbeit & Grundsicherung']",SGB XIV,Soziale Entschädigung,Erwerbsalter,,Sozialhilfe,besondere Lebenslagen
"Unterstützung für Geschädigte, finanzielle Unterstützung für Menschen mit hochgradiger Sehbehinderung, Blindheit und Taubblindheit.",§ 82 Anspruch und Umfang SGB XIV,['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe']",SGB XIV,Soziale Entschädigung,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
"Unterstützung für Geschädigte, finanzielle Unterstützung für Geschädigte basierend auf dem Grad der Schädigungsfolgen.",§ 83 Monatliche Entschädigungszahlung SGB XIV,['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe']",SGB XIV,Soziale Entschädigung,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
"Unterstützung für Geschädigte, Abfindung für Geschädigte, die einen Anspruch auf eine monatliche Entschädigungszahlung haben. Die Abfindung beträgt das 60-fache der monatlichen Entschädigungszahlung und wird auf Antrag gewährt.",§ 84 Abfindung SGB XIV,['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe']",SGB XIV,Soziale Entschädigung,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
"Monatliche Entschädigungszahlungen für Witwen, Witwer oder Partner einer eheähnlichen Gemeinschaft, und zusätzliche Zahlung für minderjährige Kinder.",§ 85 Monatliche Entschädigungszahlung an Witwen und Witwer sowie an Partner einer eheähnlichen SGB XIV,['Jedes Alter'],"['Sozialhilfe & besondere Lebenslagen', 'Gesundheit, Pflege & Teilhabe']",SGB XIV,Soziale Entschädigung,Jedes Alter,,Sozialhilfe,besondere Lebenslagen
"Abfindung anstelle der monatlichen Entschädigungszahlung, eine einmalige Abfindung für Witwen und Witwer anstelle der monatlichen Entschädigungszahlung. Die Höhe der Abfindung beträgt 132.386 Euro.",§ 86 Abfindung für Witwen und Witwer SGB XIV,['Jedes Alter'],['Sozialhilfe & besondere Lebenslagen'],SGB XIV,Soziale Entschädigung,Jedes Alter,,Sozialhilfe,besondere Lebenslagen
Monatliche Entschädigungszahlungen für Waisen.,§ 87 Monatliche Entschädigungszahlung an Waisen SGB XIV,['Jedes Alter'],"['Sozialhilfe & besondere Lebenslagen', 'Gesundheit, Pflege & Teilhabe']",SGB XIV,Soziale Entschädigung,Jedes Alter,,Sozialhilfe,besondere Lebenslagen
"Monatliche Entschädigungszahlung für Eltern eines verstorbenen Geschädigten, Eltern, die voll erwerbsgemindert sind, aus zwingenden Gründen keine zumutbare Erwerbstätigkeit ausüben können oder das 60. Lebensjahr vollendet haben.",§ 88 Monatliche Entschädigungszahlung an hinterbliebene Eltern SGB XIV,['Jedes Alter'],"['Sozialhilfe & besondere Lebenslagen', 'Gesundheit, Pflege & Teilhabe']",SGB XIV,Soziale Entschädigung,Jedes Alter,,Sozialhilfe,besondere Lebenslagen
"Berufsschadensausgleich, monatlicher Ausgleich für den Einkommensverlust, der durch eine gesundheitliche Schädigung entstanden ist.",§ 89 Voraussetzung und Höhe SGB XIV,['Erwerbsalter'],"['Sozialhilfe & besondere Lebenslagen', 'Gesundheit, Pflege & Teilhabe']",SGB XIV,Soziale Entschädigung,Erwerbsalter,,Sozialhilfe,besondere Lebenslagen
"Besondere Leistungen im Einzelfall, Leistungen zum Lebensunterhalt, Förderung einer Ausbildung, Weiterführung des Haushalts, Leistungen in sonstigen Lebenslagen.",§ 92 Anspruch und Umfang SGB XIV,['Jedes Alter'],['Sozialhilfe & besondere Lebenslagen'],SGB XIV,Soziale Entschädigung,Jedes Alter,,Sozialhilfe,besondere Lebenslagen
"Leistungen zum Lebensunterhalt, finanzielle Unterstützung für Geschädigte und Hinterbliebene zur Sicherung des Lebensunterhalts.",§ 93 Leistungen zum Lebensunterhalt SGB XIV,['Jedes Alter'],"['Sozialhilfe & besondere Lebenslagen', 'Gesundheit, Pflege & Teilhabe']",SGB XIV,Soziale Entschädigung,Jedes Alter,,Sozialhilfe,besondere Lebenslagen
"Übernahme der Rückzahlung des Ausbildungsdarlehens für Geschädigte und Waisen, wenn die Ausbildung schädigungsbedingt erfolgt.",§ 94 Leistung zur Förderung einer Ausbildung SGB XIV,['Jedes Alter'],"['Bildung & Qualifizierung', 'Gesundheit, Pflege & Teilhabe']",SGB XIV,Soziale Entschädigung,Jedes Alter,,Bildung,Qualifizierung
Unterstützung bei der Weiterführung des Haushaltes.,§ 95 Leistungen zur Weiterführung des Haushalts SGB XIV,['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe']",SGB XIV,Soziale Entschädigung,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
"Leistungen in sonstigen Lebenslagen, Unterstützung für Geschädigte, wenn diese den Einsatz öffentlicher Mittel rechtfertigen.",§ 96 Leistungen in sonstigen Lebenslagen SGB XIV,['Jedes Alter'],['Sozialhilfe & besondere Lebenslagen'],SGB XIV,Soziale Entschädigung,Jedes Alter,,Sozialhilfe,besondere Lebenslagen
"Übernahme der Kosten für Überführung und Bestattung, die an den Folgen einer anerkannten Schädigung gestorben ist.",§ 99 Leistungen bei Überführung und Bestattung SGB XIV,['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe']",SGB XIV,Soziale Entschädigung,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
"Leistungen für Zivildienstgeschädigte und Hinterbliebene, Anspruch auf soziale Entschädigung nach Beendigung des Dienstverhältnisses.",§ 103 Leistungen für Zivildienstgeschädigte und Hinterbliebene SGB XIV,['Jedes Alter'],['Sozialhilfe & besondere Lebenslagen'],SGB XIV,Soziale Entschädigung,Jedes Alter,,Sozialhilfe,besondere Lebenslagen
Beitrag zu den Kosten der Lehrveranstaltung und Beitrag zur Deckung des Unterhaltsbedarfs.,§ 10 Umfang der Förderung - AFBG,"['Jugendliche', 'Erwerbsalter']",['Bildung & Qualifizierung'],AFBG,Bildung und Ausbildung,Jugendliche,Erwerbsalter,Bildung,Qualifizierung
"Förderung der Lehrgangs- und Prüfungsgebühren, Förderung der Erstellung der fachpraktischen Arbeit, Unterhaltsbeitrag, Kinderbetreuungszuschlag.",§ 12 Förderungsart - AFBG,"['Jugendliche', 'Erwerbsalter']",['Bildung & Qualifizierung'],AFBG,Bildung und Ausbildung,Jugendliche,Erwerbsalter,Bildung,Qualifizierung
Freistellung von der Verpflichtung zur Rückzahlung eines Darlehens unter bestimmten Einkommensbedingungen.,§ 13a Einkommensabhängige Rückzahlung - AFBG,"['Jugendliche', 'Erwerbsalter']",['Bildung & Qualifizierung'],AFBG,Bildung und Ausbildung,Jugendliche,Erwerbsalter,Bildung,Qualifizierung
"Darlehenserlass und Stundung, Erlass von 50 Prozent des noch nicht fälligen Darlehens für Lehrgangs- und Prüfungsgebühren nach Bestehen der Fortbildungsprüfung.",§ 13b Erlass und Stundung - AFBG,"['Jugendliche', 'Erwerbsalter']",['Bildung & Qualifizierung'],AFBG,Bildung und Unternehmertum,Jugendliche,Erwerbsalter,Bildung,Qualifizierung
"Leistungen zur Deckung des Grundbedarfs, Deckung des Bedarfs an Ernährung, Unterkunft, Heizung, Kleidung, Gesundheitspflege und Gebrauchs- und Verbrauchsgütern des Haushalts sowie Leistungen zur Deckung persönlicher Bedürfnisse des täglichen Lebens.",§ 3 Grundleistungen - AsylbLG,"['Jedes Alter', 'Senior/-innen']","['Gesundheit, Pflege & Teilhabe']",AsylbLG,Sozialhilfe,Jedes Alter,Senior/-innen,"Gesundheit, Pflege",Teilhabe
"Leistungen zur Deckung des Grundbedarfs, monatliche Geldleistungen für verschiedene Gruppen von Leistungsberechtigten, einschließlich Erwachsenen, Jugendlichen und Kindern, basierend auf ihren individuellen Lebensumständen und Bedürfnissen.",§ 3a Bedarfssätze der Grundleistungen - AsylbLG,"['Jedes Alter', 'Senior/-innen']",['Sozialhilfe & besondere Lebenslagen'],AsylbLG,Sozialhilfe,Jedes Alter,Senior/-innen,Sozialhilfe,besondere Lebenslagen
"Ärztliche und zahnärztliche Behandlung, Versorgung mit Arznei- und Verbandmitteln, Schutzimpfungen, Vorsorgeuntersuchungen, Versorgung mit Zahnersatz, Hilfe und Betreuung für werdende Mütter und Wöchnerinnen, Hebammenhilfe, Bereitstellung von medizinischen Leistungen zur Behandlung akuter Erkrankungen und Schmerzzustände, zur Verhütung und Früherkennung von Krankheiten sowie spezielle Leistungen für werdende Mütter und Wöchnerinnen.","§ 4 Leistungen bei Krankheit, Schwangerschaft und Geburt - AsylbLG",['Jedes Alter'],['Sozialhilfe & besondere Lebenslagen'],AsylbLG,Gesundheitsleistungen,Jedes Alter,,Sozialhilfe,besondere Lebenslagen
"Sonstige Leistungen, Sach- oder Geldleistungen zur Sicherung des Lebensunterhalts oder der Gesundheit, zur Deckung besonderer Bedürfnisse von Kindern oder zur Erfüllung einer verwaltungsrechtlichen Mitwirkungspflicht umfassen.",§ 6 Sonstige Leistungen - AsylbLG,['Jedes Alter'],['Sozialhilfe & besondere Lebenslagen'],AsylbLG,Gesundheitsleistungen,Jedes Alter,,Sozialhilfe,besondere Lebenslagen
"Erstattung von Aufwendungen in Eilfällen, wenn diese bei rechtzeitigem Einsetzen von Leistungen nach den §§  3, 4 und 6 nicht zu erbringen gewesen wären.",§ 6a Erstattung von Aufwendungen anderer - AsylbLG,['Jedes Alter'],['Sozialhilfe & besondere Lebenslagen'],AsylbLG,Asylbewerberleistung,Jedes Alter,,Sozialhilfe,besondere Lebenslagen
"Ausbildungsförderung, finanzielle Unterstützung für den Lebensunterhalt und die Ausbildung des Auszubildenden. Die Ausbildungsförderung wird als Zuschuss oder Darlehen für den Besuch von höheren Fachschulen, Akademien und Hochschulen sowie für die Teilnahme an einem Praktikum, das im Zusammenhang mit dem Besuch dieser Ausbildungsstätten steht, geleistet.","§ 11 Umfang der Ausbildungsförderung - BAföG, § 17 Förderungsarten - BAföG","['Jedes Alter', 'Erwerbsalter']",['Bildung & Qualifizierung'],BAföG,Bildung und Ausbildung,Jedes Alter,Erwerbsalter,Bildung,Qualifizierung
"Ausbildungsförderung, monatliche finanzielle Unterstützung für Schüler und Auszubildende, die nicht bei ihren Eltern wohnen, sowie Reisekostenzuschüsse für Ausbildungen im Ausland.",§ 12 Bedarf für Schüler - BAföG,"['Jedes Alter', 'Jugendliche']",['Bildung & Qualifizierung'],BAföG,Bildung und Ausbildung,Jedes Alter,Jugendliche,Bildung,Qualifizierung
"Ausbildungsförderung, monatliche finanzielle Unterstützung für Auszubildende, die sich je nach Art der Ausbildung und Wohnsituation unterscheidet.",§ 13 Bedarf für Studierende - BAföG,"['Jedes Alter', 'Erwerbsalter']",['Bildung & Qualifizierung'],BAföG,Bildung und Ausbildung,Jedes Alter,Erwerbsalter,Bildung,Qualifizierung
"Ausbildungsförderung, monatliche Erhöhung des Bedarfs um 102 Euro für den Krankenversicherungsbeitrag und um weitere 35 Euro für den Pflegeversicherungsbeitrag von Auszubildenden, die in der gesetzlichen Krankenversicherung versichert sind.",§ 13a Kranken- und Pflegeversicherungszuschlag - BAföG,"['Jedes Alter', 'Erwerbsalter']","['Gesundheit, Pflege & Teilhabe']",BAföG,Bildung und Ausbildung,Jedes Alter,Erwerbsalter,"Gesundheit, Pflege",Teilhabe
"Ausbildungsförderung, monatliche finanzielle Unterstützung, die mit der Ausbildung des Praktikanten in Verbindung steht.",§ 14 Bedarf für Praktikanten - BAföG,"['Jedes Alter', 'Erwerbsalter']",['Bildung & Qualifizierung'],BAföG,Bildung und Ausbildung,Jedes Alter,Erwerbsalter,Bildung,Qualifizierung
"Ausbildungsförderung, monatlicher Zuschlag von 160 Euro pro Kind unter 14 Jahren für Auszubildende, die mit mindestens einem eigenen Kind in einem Haushalt leben.",§ 14b Zusatzleistung für Auszubildende mit Kind (Kinderbetreuungszuschlag) - BAföG,"['Jedes Alter', 'Erwerbsalter']",['Bildung & Qualifizierung'],BAföG,Bildung und Ausbildung,Jedes Alter,Erwerbsalter,Bildung,Qualifizierung
"Finanzielle Unterstützung für Auszubildende und ihre Familien, Freibeträge vom Einkommen der Eltern und des Ehegatten oder Lebenspartners.",§ 25 Freibeträge vom Einkommen der Eltern und des Ehegatten oder Lebenspartners - BaföG,"['Jedes Alter', 'Erwerbsalter']",['Bildung & Qualifizierung'],BAföG,Bildung und Ausbildung,Jedes Alter,Erwerbsalter,Bildung,Qualifizierung
"Finanzielle Unterstützung für Auszubildende und ihre Familien, Freibeträge vom Vermögen.",§ 29 Freibeträge vom Vermögen - BAföG,"['Jedes Alter', 'Erwerbsalter']",['Bildung & Qualifizierung'],BAföG,Bildung und Ausbildung,Jedes Alter,Erwerbsalter,Bildung,Qualifizierung
"Studienstarthilfe, finanzielle Unterstützung für den Beginn eines Studiums.",§ 56b Nichtanrechnung - BAföG,"['Jedes Alter', 'Erwerbsalter']",['Bildung & Qualifizierung'],BAföG,Bildung und Ausbildung,Jedes Alter,Erwerbsalter,Bildung,Qualifizierung
Finanzielle Unterstützung für Auszubildende und ihre Familien.,§ 23 Freibeträge vom Einkommen des Auszubildenden - BAföG,"['Jedes Alter', 'Erwerbsalter']",['Bildung & Qualifizierung'],BAföG,Ausbildungsförderung,Jedes Alter,Erwerbsalter,Bildung,Qualifizierung
"Studienstarthilfe, finanzielle Unterstützung für Auszubildende, die sich erstmalig an einer Ausbildungsstätte oder Hochschule immatrikulieren und bestimmte Voraussetzungen erfüllen. Umfang der finanziellen Studienstarthilfe.","§ 56 Leistungsberechtigte, Verfahren, Zuständigkeit; Verordnungsermächtigung - BAföG, § 56a Förderungsart und Umfang - BAföG","['Jedes Alter', 'Erwerbsalter']",['Bildung & Qualifizierung'],BAföG,Ausbildungsförderung,Jedes Alter,Erwerbsalter,Bildung,Qualifizierung
"Ruhegehalt für Beamte, beinhaltet eine finanzielle Unterstützung für Beamte nach Beendigung ihrer aktiven Dienstzeit.",§ 14 Höhe des Ruhegehalts - BeamtVG,"['Jedes Alter', 'Senior/-innen']",['Alter & Rente / Versorgung'],BeamtVG,Versorgung von Beamten und Richtern des Bundes,Jedes Alter,Senior/-innen,Alter,Rente / Versorgung
"Ruhegehalt für Beamte, vorübergehende Erhöhung des Ruhegehaltssatzes für Beamte, die vor Erreichen der Regelaltersgrenze in den Ruhestand getreten sind und bestimmte Bedingungen erfüllen.",§ 14a Vorübergehende Erhöhung des Ruhegehaltssatzes - BeamtVG,"['Jedes Alter', 'Senior/-innen']",['Alter & Rente / Versorgung'],BeamtVG,Versorgung von Beamten und Richtern des Bundes,Jedes Alter,Senior/-innen,Alter,Rente / Versorgung
"Hinterbliebenenversorgung, die Bezüge des verstorbenen Beamten für den Sterbemonat, einschließlich einer möglichen Aufwandsentschädigung, werden an die Erben oder bestimmte Hinterbliebene ausgezahlt.",§ 17 Bezüge für den Sterbemonat - BeamtVG,"['Jedes Alter', 'Senior/-innen']",['Alter & Rente / Versorgung'],BeamtVG,Versorgung von Beamten und Richtern des Bundes,Jedes Alter,Senior/-innen,Alter,Rente / Versorgung
"Hinterbliebenenversorgung, einmalige Zahlung in Höhe des Zweifachen der Dienstbezüge oder der Anwärterbezüge des Verstorbenen an den hinterbliebenen Ehegatten und die Abkömmlinge des Beamten.",§ 18 Sterbegeld - BeamtVG,"['Jedes Alter', 'Senior/-innen']",['Alter & Rente / Versorgung'],BeamtVG,Versorgung von Beamten und Richtern des Bundes,Jedes Alter,Senior/-innen,Alter,Rente / Versorgung
"Hinterbliebenenversorgung, finanzielle Unterstützung für die Witwe eines Beamten auf Lebenszeit oder eines Ruhestandsbeamten unter bestimmten Bedingungen.  Das Witwengeld beträgt 55 Prozent des Ruhegehalts, das der Verstorbene erhalten hat oder hätte erhalten können, wenn er am Todestage in den Ruhestand getreten wäre.","§ 19 Witwengeld - BeamtVG, § 20 Höhe des Witwengeldes - BeamtVG","['Jedes Alter', 'Senior/-innen']",['Alter & Rente / Versorgung'],BeamtVG,Versorgung von Beamten und Richtern des Bundes,Jedes Alter,Senior/-innen,Alter,Rente / Versorgung
"Hinterbliebenenversorgung, einmalige Zahlung, die das Vierundzwanzigfache des monatlichen Witwengeldes oder Unterhaltsbeitrages beträgt, im Falle einer Heirat der Witwe.",§ 21 Witwenabfindung - BeamtVG,"['Jedes Alter', 'Senior/-innen']",['Alter & Rente / Versorgung'],BeamtVG,Versorgung von Beamten und Richtern des Bundes,Jedes Alter,Senior/-innen,Alter,Rente / Versorgung
"Hinterbliebenenversorgung, Unterhaltsbeitrag in Höhe des Witwengeldes für die geschiedene oder verwitwete Ehefrau eines verstorbenen Beamten oder Ruhestandsbeamten, sofern sie erwerbsgemindert ist, ein waisengeldberechtigtes Kind erzieht oder das sechzigste Lebensjahr vollendet hat.",§ 22 Unterhaltsbeitrag für nicht witwengeldberechtigte Witwen und frühere Ehefrauen - BeamtVG,"['Jedes Alter', 'Senior/-innen']",['Alter & Rente / Versorgung'],BeamtVG,Versorgung von Beamten und Richtern des Bundes,Jedes Alter,Senior/-innen,Alter,Rente / Versorgung
"Hinterbliebenenversorgung, Kinder eines verstorbenen Beamten erhalten Waisengeld, wenn der Beamte die Voraussetzungen des §  4 Abs. 1 erfüllt hat. Das Waisengeld beträgt für die Halbwaise zwölf Prozent und für die Vollwaise zwanzig Prozent des Ruhegehalts, das der Verstorbene erhalten hat oder hätte erhalten können.","§ 23 Waisengeld - BeamtVG, § 24 Höhe des Waisengeldes - BeamtVG","['Jugendliche', 'Kinder']",['Alter & Rente / Versorgung'],BeamtVG,Versorgung von Beamten und Richtern des Bundes,Jugendliche,Kinder,Alter,Rente / Versorgung
"Hinterbliebenenversorgung, finanzielle Unterstützung bis zu der in den § §  19, 20 und 22 bis 25 vorgesehenen Höhe.",§ 26 Unterhaltsbeitrag für Hinterbliebene von Beamten auf Lebenszeit und auf Probe - BeamtVG,"['Jedes Alter', 'Senior/-innen']",['Alter & Rente / Versorgung'],BeamtVG,Versorgung von Beamten und Richtern des Bundes,Jedes Alter,Senior/-innen,Alter,Rente / Versorgung
"Hinterbliebenenversorgung, finanzielle Unterstützung für den Witwer oder den geschiedenen Ehemann einer verstorbenen Beamtin oder Ruhestandsbeamtin.",§ 28 Witwerversorgung - BeamtVG,"['Jedes Alter', 'Senior/-innen']",['Alter & Rente / Versorgung'],BeamtVG,Versorgung von Beamten und Richtern des Bundes,Jedes Alter,Senior/-innen,Alter,Rente / Versorgung
"Auszahlung von Bezügen an verschollene Beamte bis zum Zeitpunkt, an dem ihr Tod wahrscheinlich ist. Danach erhalten die Hinterbliebenen, die im Falle des Todes des Verschollenen Witwen- oder Waisengeld erhalten würden oder einen Unterhaltsbeitrag erhalten könnten, diese Bezüge.",§ 29 Zahlung der Bezüge - BeamtVG,['Senior/-innen'],['Alter & Rente / Versorgung'],BeamtVG,Versorgung von Beamten und Richtern des Bundes,Senior/-innen,,Alter,Rente / Versorgung
"Unfallfürsorge, Ersatz für beschädigte oder verlorene Gegenstände, die der Beamte zur Dienstausübung benötigt hat, und Erstattung von Kosten für Erste-Hilfe-Leistungen nach einem Unfall.",§ 32 Erstattung von Sachschäden und besonderen Aufwendungen - BeamtVG,['Jedes Alter'],['Alter & Rente / Versorgung'],BeamtVG,Versorgung von Beamten und Richtern des Bundes,Jedes Alter,,Alter,Rente / Versorgung
"Unfallfürsorge, medizinische Versorgung, Rehabilitationsmaßnahmen, Pflege, Haushaltshilfe, Fahrten, Kleider- und Wäscheverschleiß, Kraftfahrzeughilfe, Anpassung des Wohnumfelds und Bestattungskosten im Falle des Todes durch einen Dienstunfall.",§ 33 Heilverfahren - BeamtVG,['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe']",BeamtVG,Versorgung von Beamten und Richtern des Bundes,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
"Unfallfürsorge, Erstattung der Kosten für notwendige Pflege in angemessenem Umfang.",§ 34 Pflegekosten - BeamtVG,"['Jedes Alter', 'Senior/-innen']","['Gesundheit, Pflege & Teilhabe']",BeamtVG,Versorgung von Beamten und Richtern des Bundes,Jedes Alter,Senior/-innen,"Gesundheit, Pflege",Teilhabe
"Unfallfürsorge, Unfallausgleich für den Verletzten, wenn seine Erwerbsfähigkeit infolge eines Dienstunfalls um mindestens 25 Prozent für mehr als sechs Monate gemindert ist.",§ 35 Unfallausgleich - BeamtVG,"['Jedes Alter', 'Senior/-innen']",['Alter & Rente / Versorgung'],BeamtVG,Versorgung von Beamten und Richtern des Bundes,Jedes Alter,Senior/-innen,Alter,Rente / Versorgung
"Unfallfürsorge, finanzielle Unterstützung, die mindestens 66,67 Prozent und maximal 75 Prozent der ruhegehaltfähigen Dienstbezüge beträgt.",§ 36 Unfallruhegehalt - BeamtVG,"['Jedes Alter', 'Senior/-innen']",['Alter & Rente / Versorgung'],BeamtVG,Versorgung von Beamten und Richtern des Bundes,Jedes Alter,Senior/-innen,Alter,Rente / Versorgung
